name,id,Rate1,Rate2,Rate3
"Menard, TX",48327,1452,1327,5749
"Midland, TX",48329,76046,42,1446
"Milam, TX",48331,11720,1965,1435
"Mills, TX",48333,3141,985,4249
"Mitchell, TX",48335,3851,950,1343
"Montague, TX",48337,9379,1461,2747
"Montgomery, TX",48339,113997,136,4480
"Moore, TX",48341,10940,1391,524
"Morris, TX",48343,6486,1238,349
"Motley, TX",48345,957,1419,798
"Nacogdoches, TX",48347,29143,1466,2095
"Navarro, TX",48349,23750,1776,2797
"Newton, TX",48351,3579,1994,2934
"Nolan, TX",48353,8715,228,3732
"Nueces, TX",48355,183933,746,5325
"Ochiltree, TX",48357,5700,590,2650
"Oldham, TX",48359,1500,1402,1975
"Orange, TX",48361,34153,1311,2832
"Palo Pinto, TX",48363,12572,464,4277
"Panola, TX",48365,10749,490,1590
"Parker, TX",48367,35963,1601,5569
"Parmer, TX",48369,6330,404,2
"Pecos, TX",48371,6952,1131,1206
"Polk, TX",48373,15679,794,3792
"Potter, TX",48375,102037,426,1433
"Presidio, TX",48377,2517,1027,1763
"Rains, TX",48379,3511,1152,4266
"Randall, TX",48381,35591,194,612
"Reagan, TX",48383,1875,506,4453
"Real, TX",48385,1376,1938,1072
"Red River, TX",48387,6118,1,2628
"Reeves, TX",48389,6469,933,3181
"Refugio, TX",48391,3259,1123,1317
"Roberts, TX",48393,461,1061,1907
"Robertson, TX",48395,6976,1705,3183
"Rockwall, TX",48397,20021,878,1316
"Runnels, TX",48399,6365,1173,151
"Rusk, TX",48401,19326,651,2529
"Sabine, TX",48403,3947,434,2751
"San Augustine, TX",48405,3223,665,3527
"San Jacinto, TX",48407,4888,1744,3659
"San Patricio, TX",48409,24981,546,4712
"San Saba, TX",48411,3797,488,1804
"Schleicher, TX",48413,1735,1714,5342
"Scurry, TX",48415,9021,1874,3570
"Shackelford, TX",48417,1907,380,4596
"Shelby, TX",48419,11986,1263,1385
"Sherman, TX",48421,1861,175,2334
"Smith, TX",48423,111267,574,4537
"Somervell, TX",48425,4931,84,5352
"Starr, TX",48427,16834,1240,2151
"Stephens, TX",48429,5241,1382,1682
"Sterling, TX",48431,883,858,3740
"Stonewall, TX",48433,1291,269,1256
"Sutton, TX",48435,2812,722,4121
"Swisher, TX",48437,4106,930,3940
"Tarrant, TX",48439,888567,1401,4981
"Taylor, TX",48441,78448,1449,5482
"Terrell, TX",48443,887,144,1109
"Terry, TX",48445,5934,873,1656
"Throckmorton, TX",48447,1180,1275,1220
"Titus, TX",48449,19019,1778,3043
"Tom Green, TX",48451,63320,1690,4967
"Travis, TX",48453,672463,892,5837
"Trinity, TX",48455,4692,1257,5873
"Tyler, TX",48457,6303,658,5853
"Upshur, TX",48459,11756,348,5316
"Upton, TX",48461,1769,1837,1459
"Uvalde, TX",48463,13208,1933,2869
"Val Verde, TX",48465,20285,932,2301
"Van Zandt, TX",48467,16518,568,5704
"Victoria, TX",48469,48549,329,5761
"Walker, TX",48471,27872,956,2566
"Waller, TX",48473,13648,1927,3651
"Ward, TX",48475,4530,199,821
"Washington, TX",48477,20142,531,2157
"Webb, TX",48479,86178,758,2041
"Wharton, TX",48481,20747,1693,666
"Wheeler, TX",48483,3266,1689,3609
"Wichita, TX",48485,82168,264,2531
"Wilbarger, TX",48487,8976,769,1094
"Willacy, TX",48489,5344,1232,3964
"Williamson, TX",48491,103931,575,5137
"Wilson, TX",48493,10357,1238,2501
"Winkler, TX",48495,3048,1586,4461
"Wise, TX",48497,21172,93,2941
"Wood, TX",48499,14051,451,1193
"Yoakum, TX",48501,4190,1917,1765
"Young, TX",48503,11250,1907,2858
"Zapata, TX",48505,4176,137,2300
"Zavala, TX",48507,4263,1745,823
UTAH,49000,1387847,1654,4519
"Beaver, UT",49001,3123,23,3833
"Box Elder, UT",49003,24633,1480,836
"Cache, UT",49005,54220,34,1802
"Carbon, UT",49007,11722,679,1763
"Daggett, UT",49009,639,556,2248
"Davis, UT",49011,120864,1396,5838
"Duchesne, UT",49013,7766,1241,4313
"Emery, UT",49015,5377,1971,240
"Garfield, UT",49017,3083,512,3222
"Grand, UT",49019,5795,1612,1402
"Iron, UT",49021,19149,1124,3645
"Juab, UT",49023,3649,1926,2054
"Kane, UT",49025,3744,852,4715
"Millard, UT",49027,6130,787,2901
"Morgan, UT",49029,2912,764,813
"Piute, UT",49031,484,1647,2367
"Rich, UT",49033,1061,1088,1766
"Salt Lake, UT",49035,666274,1420,4125
"San Juan, UT",49037,5573,346,4012
"Sanpete, UT",49039,10377,1477,5460
"Sevier, UT",49041,10140,273,1894
"Summit, UT",49043,23689,840,696
"Tooele, UT",49045,15625,721,3650
"Uintah, UT",49047,13667,1225,1963
"Utah, UT",49049,200791,756,555
"Wasatch, UT",49051,7700,818,1413
"Washington, UT",49053,47552,396,5985
"Wayne, UT",49055,1710,208,5680
"Weber, UT",49057,110398,536,1768
VERMONT,50000,404463,1313,2738
"Addison, VT",50001,22005,1130,5987
"Bennington, VT",50003,26481,678,896
"Caledonia, VT",50005,17573,543,2204
"Chittenden, VT",50007,119559,872,3736
"Essex, VT",50009,2730,549,1090
"Franklin, VT",50011,21618,1586,549
"Grand Isle, VT",50013,2166,235,5641
"Lamoille, VT",50015,15341,1450,4194
"Orange, VT",50017,13507,1317,1446
"Orleans, VT",50019,14727,951,3002
"Rutland, VT",50021,38027,535,2752
"Washington, VT",50023,43136,1497,9
"Windham, VT",50025,33614,1606,546
"Windsor, VT",50027,33979,1991,391
VIRGINIA,51000,4407324,1395,983
"Accomack, VA",51001,17492,241,5288
"Albemarle, VA",51003,100677,1575,5015
"Alleghany, VA",51005,12610,162,3911
"Amelia, VA",51007,4305,1594,4416
"Amherst, VA",51009,13159,1255,3425
"Appomattox, VA",51011,5988,655,3694
"Arlington, VA",51013,201503,940,431
"Augusta, VA",51015,61957,1508,4958
"Bath, VA",51017,3081,522,5593
"Bedford, VA",51019,25959,1168,525
"Bland, VA",51021,2729,1525,3683
"Botetourt, VA",51023,12567,1387,1114
"Brunswick, VA",51025,6878,34,2770
"Buchanan, VA",51027,10694,46,1598
"Buckingham, VA",51029,5618,1107,3663
"Campbell, VA",51031,86408,1127,998
"Caroline, VA",51033,8033,880,132
"Carroll, VA",51035,21103,585,59
"Charles City, VA",51036,2081,1528,1222
"Charlotte, VA",51037,5727,1206,4530
"Chesterfield, VA",51041,137149,121,5446
"Clarke, VA",51043,6207,473,3369
"Craig, VA",51045,1465,1846,4674
"Culpeper, VA",51047,17974,1841,1074
"Cumberland, VA",51049,2278,1337,5339
"Dickenson, VA",51051,4725,188,5631
"Dinwiddie, VA",51053,42461,902,4266
"Essex, VA",51057,5306,1344,2956
"Fairfax, VA",51059,747723,618,5243
"Fauquier, VA",51061,26626,382,2242
"Floyd, VA",51063,5512,583,630
"Fluvanna, VA",51065,5612,1068,174
"Franklin, VA",51067,18679,1941,3464
"Frederick, VA",51069,57905,996,3523
"Giles, VA",51071,7199,461,2875
"Gloucester, VA",51073,13026,847,2975
"Goochland, VA",51075,12282,672,3212
"Grayson, VA",51077,4797,921,1120
"Greene, VA",51079,5051,815,4891
"Greensville, VA",51081,10057,1687,1226
"Halifax, VA",51083,18573,1063,4370
"Hanover, VA",51085,48421,214,2136
"Henrico, VA",51087,194042,1399,2954
"Henry, VA",51089,41999,1438,3662
"Highland, VA",51091,1373,1435,2036
"Isle of Wight, VA",51093,16034,550,1706
"James City, VA",51095,49790,1922,1195
"King and Queen, VA",51097,2262,1286,2638
"King George, VA",51099,13545,1400,2407
"King William, VA",51101,4796,238,3658
"Lancaster, VA",51103,6561,341,321
"Lee, VA",51105,8904,164,634
"Loudoun, VA",51107,111172,1321,321
"Louisa, VA",51109,11626,120,2684
"Lunenburg, VA",51111,4354,442,920
"Madison, VA",51113,6181,100,1199
"Mathews, VA",51115,2768,1649,2089
"Mecklenburg, VA",51117,18919,1245,1419
"Middlesex, VA",51119,4562,998,5008
"Montgomery, VA",51121,55432,230,4656
"Nelson, VA",51125,5101,439,2087
"New Kent, VA",51127,3983,758,295
"Northampton, VA",51131,7112,582,5775
"Northumberland, VA",51133,4292,1102,2562
"Nottoway, VA",51135,7903,1348,131
"Orange, VA",51137,10352,953,3337
"Page, VA",51139,9977,786,4020
"Patrick, VA",51141,7941,1474,5903
"Pittsylvania, VA",51143,57220,1202,4847
"Powhatan, VA",51145,10158,1697,1342
"Prince Edward, VA",51147,10939,527,3414
"Prince George, VA",51149,28785,1035,514
"Prince William, VA",51153,141962,1170,5250
"Pulaski, VA",51155,19508,843,3689
"Rappahannock, VA",51157,3340,1569,4820
"Richmond, VA",51159,3869,1539,3085
"Roanoke, VA",51161,74107,659,2037
"Rockbridge, VA",51163,18570,1205,1918
"Rockingham, VA",51165,69744,1619,2573
"Russell, VA",51167,12305,1231,1746
"Scott, VA",51169,7598,139,2881
"Shenandoah, VA",51171,19743,956,1544
"Smyth, VA",51173,19210,1012,3932
"Southampton, VA",51175,11259,1581,2304
"Spotsylvania, VA",51177,59923,445,4764
"Stafford, VA",51179,32900,1248,3864
"Surry, VA",51181,2609,465,4748
"Sussex, VA",51183,4779,489,1001
"Tazewell, VA",51185,20600,584,1525
"Warren, VA",51187,13860,1535,5467
"Washington, VA",51191,42968,410,4017
"Westmoreland, VA",51193,5253,1573,1915
"Wise, VA",51195,20900,1526,5122
"Wythe, VA",51197,14551,1589,3081
"York, VA",51199,27461,1233,4756
"Alexandria, VA",51510,113988,1957,4506
"Bedford, VA",51515,0,225,2921
"Bristol, VA",51520,0,700,4936
"Buena Vista, VA",51530,0,1225,3342
"Charlottesville, VA",51540,0,1509,3929
"Chesapeake, VA",51550,102182,802,2251
"Clifton Forge, VA",51560,0,1945,2959
"Colonial Heights, VA",51570,0,220,4178
"Covington, VA",51580,0,761,5294
"Danville, VA",51590,0,1930,5241
"Emporia, VA",51595,0,177,2420
"Fairfax, VA",51600,0,76,2256
"Falls Church, VA",51610,0,67,5745
"Franklin, VA",51620,0,1232,5615
"Fredericksburg, VA",51630,0,1902,4549
"Galax, VA",51640,0,1354,2595
"Hampton, VA",51650,82849,918,5523
"Harrisonburg, VA",51660,0,1504,3640
"Hopewell, VA",51670,0,129,3152
"Lexington, VA",51678,0,725,3519
"Lynchburg, VA",51680,0,149,1761
"Manassas, VA",51683,0,1839,4052
"Manassas Park, VA",51685,0,1873,529
"Martinsville, VA",51690,0,1013,5049
"Newport News, VA",51700,114769,1587,667
"Norfolk, VA",51710,224343,1320,3296
"Norton, VA",51720,0,1923,3979
"Petersburg, VA",51730,0,345,1374
"Poquoson, VA",51735,0,1912,2645
"Portsmouth, VA",51740,52502,324,2197
"Radford, VA",51750,0,1882,5296
"Richmond, VA",51760,195092,714,365
"Roanoke, VA",51770,88227,459,3358
"Salem, VA",51775,0,897,5064
"South Boston, VA",51780,0,1446,120
"Staunton, VA",51790,0,1572,1367
"Suffolk, VA",51800,26007,1972,703
"Virginia Beach, VA",51810,234666,510,5852
"Waynesboro, VA",51820,0,720,5257
"Williamsburg, VA",51830,0,495,2344
"Winchester, VA",51840,0,1119,4071
WASHINGTON,53000,3551468,1011,3016
"Adams, WA",53001,8907,1005,5324
"Asotin, WA",53003,7712,36,2910
"Benton, WA",53005,77442,97,658
"Chelan, WA",53007,46547,1323,3798
"Clallam, WA",53009,32168,718,2685
"Clark, WA",53011,158922,1020,3974
"Columbia, WA",53013,2480,1792,2103
"Cowlitz, WA",53015,48556,760,569
"Douglas, WA",53017,11196,139,352
"Ferry, WA",53019,2782,317,5402
"Franklin, WA",53021,25919,521,694
"Garfield, WA",53023,1347,1940,2701
"Grant, WA",53025,38354,1410,4045
"Grays Harbor, WA",53027,32569,1359,2612
"Island, WA",53029,34009,1634,5370
"Jefferson, WA",53031,13261,1658,5976
"King, WA",53033,1448091,452,3824
"Kitsap, WA",53035,113127,179,1958
"Kittitas, WA",53037,17541,828,1622
"Klickitat, WA",53039,9162,1801,2156
"Lewis, WA",53041,34561,1017,5433
"Lincoln, WA",53043,5010,1923,2973
"Mason, WA",53045,17754,461,5722
"Okanogan, WA",53047,22383,1837,3275
"Pacific, WA",53049,9641,1354,758
"Pend Oreille, WA",53051,4188,961,1735
"Pierce, WA",53053,336096,458,2066
"San Juan, WA",53055,9438,1403,2750
"Skagit, WA",53057,58856,1210,2035
"Skamania, WA",53059,2890,1357,5523
"Snohomish, WA",53061,279923,12,1840
"Spokane, WA",53063,249464,617,2217
"Stevens, WA",53065,16032,1391,3880
"Thurston, WA",53067,111450,1645,523
"Wahkiakum, WA",53069,1628,728,2620
"Walla Walla, WA",53071,31508,729,2781
"Whatcom, WA",53073,94057,129,267
"Whitman, WA",53075,21995,67,1811
"Yakima, WA",53077,114502,1669,768
WEST VIRGINIA,54000,886620,1666,46
"Barbour, WV",54001,5521,1606,5915
"Berkeley, WV",54003,34410,1411,542
"Boone, WV",54005,9168,434,2057
"Braxton, WV",54007,5639,1823,5290
"Brooke, WV",54009,11006,1024,1881
"Cabell, WV",54011,64754,940,5360
"Calhoun, WV",54013,2607,1991,4230
"Clay, WV",54015,2793,1654,3636
"Doddridge, WV",54017,2310,252,5802
"Fayette, WV",54019,16541,608,5889
"Gilmer, WV",54021,2776,962,3898
"Grant, WV",54023,6143,1818,1419
"Greenbrier, WV",54025,17753,234,5790
"Hampshire, WV",54027,6774,1289,1765
"Hancock, WV",54029,18165,1750,5160
"Hardy, WV",54031,7770,262,555
"Harrison, WV",54033,41328,291,314
"Jackson, WV",54035,12679,387,249
"Jefferson, WV",54037,17933,335,1945
"Kanawha, WV",54039,138849,160,4124
"Lewis, WV",54041,7896,1666,3318
"Lincoln, WV",54043,4109,477,4483
"Logan, WV",54045,13833,767,937
"McDowell, WV",54047,6334,1550,5857
"Marion, WV",54049,26788,920,3064
"Marshall, WV",54051,15450,673,1481
"Mason, WV",54053,9297,1237,5288
"Mercer, WV",54055,29748,411,4380
"Mineral, WV",54057,9309,78,2493
"Mingo, WV",54059,9964,78,2658
"Monongalia, WV",54061,52194,25,552
"Monroe, WV",54063,4304,1816,3934
"Morgan, WV",54065,4570,1740,5035
"Nicholas, WV",54067,11318,777,4816
"Ohio, WV",54069,34451,412,3292
"Pendleton, WV",54071,3645,521,5988
"Pleasants, WV",54073,3541,823,4985
"Pocahontas, WV",54075,5296,1475,3361
"Preston, WV",54077,10926,1623,311
"Putnam, WV",54079,23036,1057,5839
"Raleigh, WV",54081,38555,1953,5977
"Randolph, WV",54083,15430,1534,3397
"Ritchie, WV",54085,4824,101,5508
"Roane, WV",54087,6196,250,5933
"Summers, WV",54089,3831,1148,5795
"Taylor, WV",54091,4747,1057,4862
"Tucker, WV",54093,3911,321,4791
"Tyler, WV",54095,3483,342,3236
"Upshur, WV",54097,11075,1173,2012
"Wayne, WV",54099,12343,1560,999
"Webster, WV",54101,2998,1049,138
"Wetzel, WV",54103,6536,1343,3496
"Wirt, WV",54105,1405,1158,647
"Wood, WV",54107,53380,1339,5757
"Wyoming, WV",54109,6978,1802,3437
WISCONSIN,55000,3431272,984,169
"Adams, WI",55001,7678,603,4414
"Ashland, WI",55003,11240,891,3573
"Barron, WI",55005,30060,877,3270
"Bayfield, WI",55007,6744,181,5408
"Brown, WI",55009,173131,942,4550
"Buffalo, WI",55011,9690,1384,1060
"Burnett, WI",55013,7786,1267,1930
"Calumet, WI",55015,18260,354,2417
"Chippewa, WI",55017,30744,654,1075
"Clark, WI",55019,17044,756,609
"Columbia, WI",55021,28954,1446,5073
"Crawford, WI",55023,11899,1027,2824
"Dane, WI",55025,344798,1328,982
"Dodge, WI",55027,48394,623,4571
"Door, WI",55029,19401,284,2124
"Douglas, WI",55031,22113,272,3689
"Dunn, WI",55033,21664,1985,4132
"Eau Claire, WI",55035,69814,904,2137
"Florence, WI",55037,1814,1539,1031
"Fond du Lac, WI",55039,61140,787,1694
"Forest, WI",55041,5134,960,5634
"Grant, WI",55043,27459,393,4338
"Green, WI",55045,21550,488,797
"Green Lake, WI",55047,11043,1656,5778
"Iowa, WI",55049,16559,1618,4277
"Iron, WI",55051,3783,703,532
"Jackson, WI",55053,12689,1414,5205
"Jefferson, WI",55055,47421,1467,5644
"Juneau, WI",55057,12235,1872,5764
"Kenosha, WI",55059,68855,37,4695
"Kewaunee, WI",55061,9675,543,5718
"La Crosse, WI",55063,80181,489,4323
"Lafayette, WI",55065,6758,1371,5992
"Langlade, WI",55067,11028,1813,5399
"Lincoln, WI",55069,16640,794,552
"Manitowoc, WI",55071,45714,1491,2282
"Marathon, WI",55073,85526,939,2069
"Marinette, WI",55075,25630,641,4068
"Marquette, WI",55077,5902,519,186
"Menominee, WI",55078,2458,214,157
"Milwaukee, WI",55079,627452,942,1153
"Monroe, WI",55081,23654,1272,920
"Oconto, WI",55083,14400,1720,1620
"Oneida, WI",55085,25456,671,882
"Outagamie, WI",55087,114783,1516,1749
"Ozaukee, WI",55089,51084,1039,1198
"Pepin, WI",55091,3677,1987,5007
"Pierce, WI",55093,16160,1335,1989
"Polk, WI",55095,20915,749,1763
"Portage, WI",55097,41477,348,2894
"Price, WI",55099,8508,921,2730
"Racine, WI",55101,95180,493,5347
"Richland, WI",55103,9586,1585,2794
"Rock, WI",55105,85474,1308,5424
"Rusk, WI",55107,9026,1498,447
"St. Croix, WI",55109,35757,1394,2189
"Sauk, WI",55111,43573,464,5705
"Sawyer, WI",55113,9451,1094,5734
"Shawano, WI",55115,18913,861,1554
"Sheboygan, WI",55117,76301,601,1957
"Taylor, WI",55119,12407,1466,584
"Trempealeau, WI",55121,16536,116,2588
"Vernon, WI",55123,13223,1607,1974
"Vilas, WI",55125,12033,1732,4553
"Walworth, WI",55127,52001,1762,5481
"Washburn, WI",55129,7994,30,5312
"Washington, WI",55131,61179,1621,2448
"Waukesha, WI",55133,271365,1033,4604
"Waupaca, WI",55135,26685,1735,1229
"Waushara, WI",55137,8714,1332,1305
"Winnebago, WI",55139,106850,914,3177
"Wood, WI",55141,52850,163,1094
WYOMING,56000,328036,903,1876
"Albany, WY",56001,21245,603,3409
"Big Horn, WY",56003,6463,1489,3335
"Campbell, WY",56005,23418,178,5045
"Carbon, WY",56007,9666,1445,1445
"Converse, WY",56009,7043,1108,956
"Crook, WY",56011,3692,1283,903
"Fremont, WY",56013,21105,251,5977
"Goshen, WY",56015,6905,108,3735
"Hot Springs, WY",56017,3117,1249,4010
"Johnson, WY",56019,4839,1115,857
"Laramie, WY",56021,53997,447,4427
"Lincoln, WY",56023,8114,17,4882
"Natrona, WY",56025,44082,496,2949
"Niobrara, WY",56027,1654,1769,5610
"Park, WY",56029,17655,457,4806
"Platte, WY",56031,5725,1479,1022
"Sheridan, WY",56033,16610,771,3043
"Sublette, WY",56035,3977,341,4707
"Sweetwater, WY",56037,24249,1365,2058
"Teton, WY",56039,22856,492,5542
"Uinta, WY",56041,11379,474,5030
"Washakie, WY",56043,5392,560,498
"Weston, WY",56045,4853,543,707
